city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Alicante,SIN ETIQUETA,furgoneta >3500 kg,CONDICIONADO,"EXCEP SIN AUTORIZACIÓN PREVIA: Podrán acceder los vehículos de personas empadronadas o residentes en la ZBE, propietarios o arrendatarios de viviendas o garajes en la zona, así como los destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,38.348648,'-0.4835848
Alicante,SIN ETIQUETA,camión >3500 kg (servicios),CONDICIONADO,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,38.348648,'-0.4835848
Alicante,SIN ETIQUETA,autobús >3500 kg (servicios),CONDICIONADO,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,38.348648,'-0.4835848
Alicante,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Alicante,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,38.348648,'-0.4835848
Barcelona,SIN ETIQUETA,turismo,CONDICIONADO,"HORARIO: Libre de 20:00 a 7:00 + fines de semanaFuera del horario libre (7:00 a 20:00) se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: MOVILIDAD REDUCIDA: Vehículos dedicados al transporte de Personas con Movilidad Reducida.SERVICIOS: Vehículos que dispongan de una autorización específica del Ayuntamiento, para prestar servicios en actividades singulares y extraordinadrias.AUTORIZACIÓN / REGISTRO: Los vehículos extranjeros sin distintivo equivalente deben registrarse previamente y solicitar autorización diaria para poder acceder a la ZBE.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,41.46825,2.18398
Barcelona,SIN ETIQUETA,motocicleta,CONDICIONADO,"HORARIO: Libre de 20:00 a 7:00 + fines de semanaFuera del horario libre (7:00 a 20:00) se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: MOVILIDAD REDUCIDA: Vehículos dedicados al transporte de Personas con Movilidad Reducida.SERVICIOS: Vehículos que dispongan de una autorización específica del Ayuntamiento, para prestar servicios en actividades singulares y extraordinadrias.AUTORIZACIÓN / REGISTRO: Los vehículos extranjeros sin distintivo equivalente deben registrarse previamente y solicitar autorización diaria para poder acceder a la ZBE.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,41.46825,2.18398
Barcelona,SIN ETIQUETA,furgoneta,CONDICIONADO,"HORARIO: Libre de 20:00 a 7:00 + fines de semanaFuera del horario libre (7:00 a 20:00) se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: MOVILIDAD REDUCIDA: Vehículos dedicados al transporte de Personas con Movilidad Reducida.SERVICIOS: Vehículos que dispongan de una autorización específica del Ayuntamiento, para prestar servicios en actividades singulares y extraordinadrias.AUTORIZACIÓN / REGISTRO: Los vehículos extranjeros sin distintivo equivalente deben registrarse previamente y solicitar autorización diaria para poder acceder a la ZBE.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,41.46825,2.18398
Barcelona,SIN ETIQUETA,camión (servicios),CONDICIONADO,"HORARIO: Libre de 20:00 a 7:00 + fines de semanaFuera del horario libre (7:00 a 20:00) se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: MOVILIDAD REDUCIDA: Vehículos dedicados al transporte de Personas con Movilidad Reducida.SERVICIOS: Vehículos que dispongan de una autorización específica del Ayuntamiento, para prestar servicios en actividades singulares y extraordinadrias.AUTORIZACIÓN / REGISTRO: Los vehículos extranjeros sin distintivo equivalente deben registrarse previamente y solicitar autorización diaria para poder acceder a la ZBE.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,41.46825,2.18398
Barcelona,SIN ETIQUETA,autobús (servicios),CONDICIONADO,"HORARIO: Libre de 20:00 a 7:00 + fines de semanaFuera del horario libre (7:00 a 20:00) se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: MOVILIDAD REDUCIDA: Vehículos dedicados al transporte de Personas con Movilidad Reducida.SERVICIOS: Vehículos que dispongan de una autorización específica del Ayuntamiento, para prestar servicios en actividades singulares y extraordinadrias.AUTORIZACIÓN / REGISTRO: Los vehículos extranjeros sin distintivo equivalente deben registrarse previamente y solicitar autorización diaria para poder acceder a la ZBE.OTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,41.46825,2.18398
